Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
showCaseTestSuite1,Firefox 69.0,,,2019-10-22 13:55:18,2019-10-22 13:58:01,2m - 42.940s,INCOMPLETE
,,,,,,,
Test Cases/QuickHandsOnTestCase1,Firefox 69.0,,,2019-10-22 13:55:19,2019-10-22 13:55:43,24.053s,PASSED
"openBrowser("""")",Firefox 69.0,,,2019-10-22 13:55:20,2019-10-22 13:55:31,11.409s,PASSED
"navigateToUrl(""http://192.168.56.101/"")",Firefox 69.0,,,2019-10-22 13:55:31,2019-10-22 13:55:32,0.461s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Contact""))",Firefox 69.0,,,2019-10-22 13:55:32,2019-10-22 13:55:33,0.648s,PASSED
"verifyTextPresent(""Contact"", false)",Firefox 69.0,,,2019-10-22 13:55:33,2019-10-22 13:55:33,0.241s,PASSED
takeScreenshot(),Firefox 69.0,,,2019-10-22 13:55:33,2019-10-22 13:55:33,0.304s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Resources""))",Firefox 69.0,,,2019-10-22 13:55:33,2019-10-22 13:55:33,0.337s,PASSED
"verifyTextPresent(""Resources"", false)",Firefox 69.0,,,2019-10-22 13:55:33,2019-10-22 13:55:34,0.092s,PASSED
takeScreenshot(),Firefox 69.0,,,2019-10-22 13:55:34,2019-10-22 13:55:34,0.376s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Training""))",Firefox 69.0,,,2019-10-22 13:55:34,2019-10-22 13:55:34,0.274s,PASSED
"verifyTextPresent(""Training"", false)",Firefox 69.0,,,2019-10-22 13:55:34,2019-10-22 13:55:34,0.051s,PASSED
takeScreenshot(),Firefox 69.0,,,2019-10-22 13:55:34,2019-10-22 13:55:35,0.318s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Resources""))",Firefox 69.0,,,2019-10-22 13:55:35,2019-10-22 13:55:35,0.300s,PASSED
takeScreenshot(),Firefox 69.0,,,2019-10-22 13:55:35,2019-10-22 13:55:35,0.298s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Reading""))",Firefox 69.0,,,2019-10-22 13:55:35,2019-10-22 13:55:36,0.374s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Resources""))",Firefox 69.0,,,2019-10-22 13:55:36,2019-10-22 13:55:36,0.528s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Newsletter""))",Firefox 69.0,,,2019-10-22 13:55:36,2019-10-22 13:55:37,0.685s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Resources""))",Firefox 69.0,,,2019-10-22 13:55:37,2019-10-22 13:55:37,0.312s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Create account""))",Firefox 69.0,,,2019-10-22 13:55:37,2019-10-22 13:55:37,0.290s,PASSED
"setText(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/input_Create account_username""), ""test123@welfare.ie"")",Firefox 69.0,,,2019-10-22 13:55:37,2019-10-22 13:55:38,0.552s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/input_Create account_password""), ""qP8g4ZP8zmxOyEuCUr69QQ=="")",Firefox 69.0,,,2019-10-22 13:55:38,2019-10-22 13:55:39,0.737s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/button_Sign in""))",Firefox 69.0,,,2019-10-22 13:55:39,2019-10-22 13:55:39,0.415s,PASSED
"setText(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/input_Email_email""), ""test@welfare.ie"")",Firefox 69.0,,,2019-10-22 13:55:39,2019-10-22 13:55:39,0.280s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/input_Password_password""), ""Wt9tj4kC2zrPXzAR6+1IxQ=="")",Firefox 69.0,,,2019-10-22 13:55:39,2019-10-22 13:55:40,0.487s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/button_Register""))",Firefox 69.0,,,2019-10-22 13:55:40,2019-10-22 13:55:40,0.616s,PASSED
closeBrowser(),Firefox 69.0,,,2019-10-22 13:55:40,2019-10-22 13:55:43,2.731s,PASSED
,,,,,,,
Test Cases/QuickHandsOnTestCase5,Firefox 69.0,,,2019-10-22 13:55:43,2019-10-22 13:56:02,19.178s,PASSED
"openBrowser("""")",Firefox 69.0,,,2019-10-22 13:55:44,2019-10-22 13:55:51,7.593s,PASSED
"navigateToUrl(""http://192.168.56.101/"")",Firefox 69.0,,,2019-10-22 13:55:51,2019-10-22 13:55:52,0.765s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Contact""))",Firefox 69.0,,,2019-10-22 13:55:52,2019-10-22 13:55:52,0.345s,PASSED
"verifyTextPresent(""Contact"", false)",Firefox 69.0,,,2019-10-22 13:55:52,2019-10-22 13:55:53,0.166s,PASSED
takeScreenshot(),Firefox 69.0,,,2019-10-22 13:55:53,2019-10-22 13:55:53,0.365s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Resources""))",Firefox 69.0,,,2019-10-22 13:55:53,2019-10-22 13:55:53,0.531s,PASSED
"verifyTextPresent(""Resources"", false)",Firefox 69.0,,,2019-10-22 13:55:53,2019-10-22 13:55:54,0.065s,PASSED
takeScreenshot(),Firefox 69.0,,,2019-10-22 13:55:54,2019-10-22 13:55:54,0.503s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Training""))",Firefox 69.0,,,2019-10-22 13:55:54,2019-10-22 13:55:55,0.718s,PASSED
"verifyTextPresent(""Training"", false)",Firefox 69.0,,,2019-10-22 13:55:55,2019-10-22 13:55:55,0.061s,PASSED
takeScreenshot(),Firefox 69.0,,,2019-10-22 13:55:55,2019-10-22 13:55:55,0.158s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Resources""))",Firefox 69.0,,,2019-10-22 13:55:55,2019-10-22 13:55:55,0.447s,PASSED
