Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
showCaseTestSuite1,Firefox 69.0,,,2019-10-22 13:45:42,2019-10-22 13:47:37,1m - 55.204s,INCOMPLETE
,,,,,,,
Test Cases/QuickHandsOnTestCase1,Firefox 69.0,,,2019-10-22 13:45:42,2019-10-22 13:45:56,13.975s,PASSED
"openBrowser("""")",Firefox 69.0,,,2019-10-22 13:45:43,2019-10-22 13:45:48,5.723s,PASSED
"navigateToUrl(""http://192.168.56.101/"")",Firefox 69.0,,,2019-10-22 13:45:48,2019-10-22 13:45:49,0.494s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Contact""))",Firefox 69.0,,,2019-10-22 13:45:49,2019-10-22 13:45:49,0.459s,PASSED
"verifyTextPresent(""Contact"", false)",Firefox 69.0,,,2019-10-22 13:45:49,2019-10-22 13:45:49,0.147s,PASSED
takeScreenshot(),Firefox 69.0,,,2019-10-22 13:45:49,2019-10-22 13:45:50,0.188s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Resources""))",Firefox 69.0,,,2019-10-22 13:45:50,2019-10-22 13:45:50,0.424s,PASSED
"verifyTextPresent(""Resources"", false)",Firefox 69.0,,,2019-10-22 13:45:50,2019-10-22 13:45:50,0.076s,PASSED
takeScreenshot(),Firefox 69.0,,,2019-10-22 13:45:50,2019-10-22 13:45:50,0.160s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Training""))",Firefox 69.0,,,2019-10-22 13:45:50,2019-10-22 13:45:50,0.251s,PASSED
"verifyTextPresent(""Training"", false)",Firefox 69.0,,,2019-10-22 13:45:50,2019-10-22 13:45:51,0.062s,PASSED
takeScreenshot(),Firefox 69.0,,,2019-10-22 13:45:51,2019-10-22 13:45:51,0.125s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Resources""))",Firefox 69.0,,,2019-10-22 13:45:51,2019-10-22 13:45:51,0.268s,PASSED
takeScreenshot(),Firefox 69.0,,,2019-10-22 13:45:51,2019-10-22 13:45:51,0.136s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Reading""))",Firefox 69.0,,,2019-10-22 13:45:51,2019-10-22 13:45:51,0.195s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Resources""))",Firefox 69.0,,,2019-10-22 13:45:51,2019-10-22 13:45:52,0.291s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Newsletter""))",Firefox 69.0,,,2019-10-22 13:45:52,2019-10-22 13:45:52,0.220s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Resources""))",Firefox 69.0,,,2019-10-22 13:45:52,2019-10-22 13:45:52,0.289s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Create account""))",Firefox 69.0,,,2019-10-22 13:45:52,2019-10-22 13:45:52,0.183s,PASSED
"setText(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/input_Create account_username""), ""test123@welfare.ie"")",Firefox 69.0,,,2019-10-22 13:45:52,2019-10-22 13:45:52,0.148s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/input_Create account_password""), ""qP8g4ZP8zmxOyEuCUr69QQ=="")",Firefox 69.0,,,2019-10-22 13:45:52,2019-10-22 13:45:53,0.262s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/button_Sign in""))",Firefox 69.0,,,2019-10-22 13:45:53,2019-10-22 13:45:53,0.286s,PASSED
"setText(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/input_Email_email""), ""test@welfare.ie"")",Firefox 69.0,,,2019-10-22 13:45:53,2019-10-22 13:45:53,0.127s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/input_Password_password""), ""Wt9tj4kC2zrPXzAR6+1IxQ=="")",Firefox 69.0,,,2019-10-22 13:45:53,2019-10-22 13:45:53,0.150s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/button_Register""))",Firefox 69.0,,,2019-10-22 13:45:53,2019-10-22 13:45:53,0.202s,PASSED
closeBrowser(),Firefox 69.0,,,2019-10-22 13:45:53,2019-10-22 13:45:56,2.789s,PASSED
,,,,,,,
Test Cases/QuickHandsOnTestCase5,Firefox 69.0,,,2019-10-22 13:45:56,2019-10-22 13:46:10,13.417s,PASSED
"openBrowser("""")",Firefox 69.0,,,2019-10-22 13:45:56,2019-10-22 13:46:00,3.307s,PASSED
"navigateToUrl(""http://192.168.56.101/"")",Firefox 69.0,,,2019-10-22 13:46:00,2019-10-22 13:46:00,0.402s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Contact""))",Firefox 69.0,,,2019-10-22 13:46:00,2019-10-22 13:46:00,0.254s,PASSED
"verifyTextPresent(""Contact"", false)",Firefox 69.0,,,2019-10-22 13:46:00,2019-10-22 13:46:00,0.094s,PASSED
takeScreenshot(),Firefox 69.0,,,2019-10-22 13:46:00,2019-10-22 13:46:01,0.145s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Resources""))",Firefox 69.0,,,2019-10-22 13:46:01,2019-10-22 13:46:01,0.753s,PASSED
"verifyTextPresent(""Resources"", false)",Firefox 69.0,,,2019-10-22 13:46:01,2019-10-22 13:46:01,0.059s,PASSED
takeScreenshot(),Firefox 69.0,,,2019-10-22 13:46:01,2019-10-22 13:46:02,0.136s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Training""))",Firefox 69.0,,,2019-10-22 13:46:02,2019-10-22 13:46:02,0.258s,PASSED
"verifyTextPresent(""Training"", false)",Firefox 69.0,,,2019-10-22 13:46:02,2019-10-22 13:46:02,0.045s,PASSED
takeScreenshot(),Firefox 69.0,,,2019-10-22 13:46:02,2019-10-22 13:46:02,0.139s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Resources""))",Firefox 69.0,,,2019-10-22 13:46:02,2019-10-22 13:46:03,0.763s,PASSED
