Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
NewTestSuite,Chrome 78.0.3904.70,,,2019-10-31 13:42:16,2019-10-31 13:43:24,1m - 7.403s,FAILED
,,,,,,,
Test Cases/QuickHandsOnTestCase4,Chrome 78.0.3904.70,,,2019-10-31 13:42:17,2019-10-31 13:42:31,13.712s,FAILED
"openBrowser("""")",Chrome 78.0.3904.70,,,2019-10-31 13:42:17,2019-10-31 13:42:20,2.678s,PASSED
"navigateToUrl(""http://192.168.56.101/"")",Chrome 78.0.3904.70,,,2019-10-31 13:42:20,2019-10-31 13:42:21,0.794s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Contact""))",Chrome 78.0.3904.70,,,2019-10-31 13:42:21,2019-10-31 13:42:22,0.898s,PASSED
"verifyTextPresent(""Contact"", false)",Chrome 78.0.3904.70,,,2019-10-31 13:42:22,2019-10-31 13:42:22,0.342s,PASSED
takeScreenshot(),Chrome 78.0.3904.70,,,2019-10-31 13:42:22,2019-10-31 13:42:22,0.561s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Resources""))",Chrome 78.0.3904.70,,,2019-10-31 13:42:22,2019-10-31 13:42:23,0.489s,PASSED
"verifyTextPresent(""Resources"", false)",Chrome 78.0.3904.70,,,2019-10-31 13:42:23,2019-10-31 13:42:23,0.322s,PASSED
takeScreenshot(),Chrome 78.0.3904.70,,,2019-10-31 13:42:23,2019-10-31 13:42:24,0.428s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Training""))",Chrome 78.0.3904.70,,,2019-10-31 13:42:24,2019-10-31 13:42:24,0.563s,PASSED
"verifyTextPresent(""Training"", false)",Chrome 78.0.3904.70,,,2019-10-31 13:42:24,2019-10-31 13:42:25,0.380s,PASSED
takeScreenshot(),Chrome 78.0.3904.70,,,2019-10-31 13:42:25,2019-10-31 13:42:25,0.429s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Resources""))",Chrome 78.0.3904.70,,,2019-10-31 13:42:25,2019-10-31 13:42:26,0.488s,PASSED
takeScreenshot(),Chrome 78.0.3904.70,,,2019-10-31 13:42:26,2019-10-31 13:42:26,0.406s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Reading""))",Chrome 78.0.3904.70,,,2019-10-31 13:42:26,2019-10-31 13:42:26,0.513s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Resources""))",Chrome 78.0.3904.70,,,2019-10-31 13:42:26,2019-10-31 13:42:27,0.538s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Newsletter""))",Chrome 78.0.3904.70,,,2019-10-31 13:42:27,2019-10-31 13:42:27,0.439s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Resources""))",Chrome 78.0.3904.70,,,2019-10-31 13:42:27,2019-10-31 13:42:28,0.462s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Create account""))",Chrome 78.0.3904.70,,,2019-10-31 13:42:28,2019-10-31 13:42:28,0.437s,PASSED
"setText(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/input_Create account_username""), ""test123@welfare.ie"")",Chrome 78.0.3904.70,,,2019-10-31 13:42:28,2019-10-31 13:42:29,0.837s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/input_Create account_password""), ""qP8g4ZP8zmxOyEuCUr69QQ=="")",Chrome 78.0.3904.70,,,2019-10-31 13:42:29,2019-10-31 13:42:30,0.520s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/button_Sign in""))",Chrome 78.0.3904.70,,,2019-10-31 13:42:30,2019-10-31 13:42:30,0.522s,PASSED
"setText(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/input_Email_email""), ""test@welfare.ie"")",Chrome 78.0.3904.70,,,2019-10-31 13:42:30,2019-10-31 13:42:31,0.324s,FAILED
,,,,,,,
Test Cases/QuickHandsOnTestCase5,Chrome 78.0.3904.70,,,2019-10-31 13:42:31,2019-10-31 13:42:45,14.409s,PASSED
"openBrowser("""")",Chrome 78.0.3904.70,,,2019-10-31 13:42:31,2019-10-31 13:42:33,1.995s,PASSED
"navigateToUrl(""http://192.168.56.101/"")",Chrome 78.0.3904.70,,,2019-10-31 13:42:33,2019-10-31 13:42:34,0.688s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Contact""))",Chrome 78.0.3904.70,,,2019-10-31 13:42:34,2019-10-31 13:42:34,0.720s,PASSED
"verifyTextPresent(""Contact"", false)",Chrome 78.0.3904.70,,,2019-10-31 13:42:34,2019-10-31 13:42:35,0.450s,PASSED
takeScreenshot(),Chrome 78.0.3904.70,,,2019-10-31 13:42:35,2019-10-31 13:42:35,0.612s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Resources""))",Chrome 78.0.3904.70,,,2019-10-31 13:42:35,2019-10-31 13:42:36,0.558s,PASSED
"verifyTextPresent(""Resources"", false)",Chrome 78.0.3904.70,,,2019-10-31 13:42:36,2019-10-31 13:42:36,0.280s,PASSED
takeScreenshot(),Chrome 78.0.3904.70,,,2019-10-31 13:42:36,2019-10-31 13:42:37,0.532s,PASSED
