Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
NewTestSuite,Firefox 69.0,,,2019-10-31 13:43:28,2019-10-31 13:44:31,1m - 3.348s,PASSED
,,,,,,,
Test Cases/QuickHandsOnTestCase4,Firefox 69.0,,,2019-10-31 13:43:28,2019-10-31 13:44:01,32.498s,PASSED
"openBrowser("""")",Firefox 69.0,,,2019-10-31 13:43:28,2019-10-31 13:43:33,4.949s,PASSED
"navigateToUrl(""http://192.168.56.101/"")",Firefox 69.0,,,2019-10-31 13:43:33,2019-10-31 13:43:34,0.321s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Contact""))",Firefox 69.0,,,2019-10-31 13:43:34,2019-10-31 13:43:34,0.866s,PASSED
"verifyTextPresent(""Contact"", false)",Firefox 69.0,,,2019-10-31 13:43:34,2019-10-31 13:43:36,1.272s,PASSED
takeScreenshot(),Firefox 69.0,,,2019-10-31 13:43:36,2019-10-31 13:43:36,0.157s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Resources""))",Firefox 69.0,,,2019-10-31 13:43:36,2019-10-31 13:43:39,2.842s,PASSED
"verifyTextPresent(""Resources"", false)",Firefox 69.0,,,2019-10-31 13:43:39,2019-10-31 13:43:40,1.401s,PASSED
takeScreenshot(),Firefox 69.0,,,2019-10-31 13:43:40,2019-10-31 13:43:40,0.187s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Training""))",Firefox 69.0,,,2019-10-31 13:43:40,2019-10-31 13:43:43,2.688s,PASSED
"verifyTextPresent(""Training"", false)",Firefox 69.0,,,2019-10-31 13:43:43,2019-10-31 13:43:44,1.494s,PASSED
takeScreenshot(),Firefox 69.0,,,2019-10-31 13:43:44,2019-10-31 13:43:45,0.176s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Resources""))",Firefox 69.0,,,2019-10-31 13:43:45,2019-10-31 13:43:45,0.733s,PASSED
takeScreenshot(),Firefox 69.0,,,2019-10-31 13:43:45,2019-10-31 13:43:46,0.167s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Reading""))",Firefox 69.0,,,2019-10-31 13:43:46,2019-10-31 13:43:46,0.419s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Resources""))",Firefox 69.0,,,2019-10-31 13:43:46,2019-10-31 13:43:47,0.738s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Newsletter""))",Firefox 69.0,,,2019-10-31 13:43:47,2019-10-31 13:43:47,0.513s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Resources""))",Firefox 69.0,,,2019-10-31 13:43:47,2019-10-31 13:43:48,0.839s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Create account""))",Firefox 69.0,,,2019-10-31 13:43:48,2019-10-31 13:43:49,0.481s,PASSED
"setText(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/input_Create account_username""), ""test123@welfare.ie"")",Firefox 69.0,,,2019-10-31 13:43:49,2019-10-31 13:43:49,0.576s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/input_Create account_password""), ""qP8g4ZP8zmxOyEuCUr69QQ=="")",Firefox 69.0,,,2019-10-31 13:43:49,2019-10-31 13:43:49,0.391s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/button_Sign in""))",Firefox 69.0,,,2019-10-31 13:43:49,2019-10-31 13:43:52,2.637s,PASSED
"setText(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/input_Email_email""), ""test@welfare.ie"")",Firefox 69.0,,,2019-10-31 13:43:52,2019-10-31 13:43:54,2.064s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/input_Password_password""), ""Wt9tj4kC2zrPXzAR6+1IxQ=="")",Firefox 69.0,,,2019-10-31 13:43:54,2019-10-31 13:43:56,2.120s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/button_Register""))",Firefox 69.0,,,2019-10-31 13:43:56,2019-10-31 13:43:59,2.482s,PASSED
closeBrowser(),Firefox 69.0,,,2019-10-31 13:43:59,2019-10-31 13:44:01,1.730s,PASSED
,,,,,,,
Test Cases/QuickHandsOnTestCase5,Firefox 69.0,,,2019-10-31 13:44:01,2019-10-31 13:44:16,15.792s,PASSED
"openBrowser("""")",Firefox 69.0,,,2019-10-31 13:44:01,2019-10-31 13:44:04,2.791s,PASSED
"navigateToUrl(""http://192.168.56.101/"")",Firefox 69.0,,,2019-10-31 13:44:04,2019-10-31 13:44:04,0.359s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Contact""))",Firefox 69.0,,,2019-10-31 13:44:04,2019-10-31 13:44:05,0.727s,PASSED
"verifyTextPresent(""Contact"", false)",Firefox 69.0,,,2019-10-31 13:44:05,2019-10-31 13:44:05,0.633s,PASSED
takeScreenshot(),Firefox 69.0,,,2019-10-31 13:44:05,2019-10-31 13:44:05,0.140s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Resources""))",Firefox 69.0,,,2019-10-31 13:44:05,2019-10-31 13:44:06,0.525s,PASSED
"verifyTextPresent(""Resources"", false)",Firefox 69.0,,,2019-10-31 13:44:06,2019-10-31 13:44:06,0.391s,PASSED
takeScreenshot(),Firefox 69.0,,,2019-10-31 13:44:06,2019-10-31 13:44:06,0.122s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Training""))",Firefox 69.0,,,2019-10-31 13:44:06,2019-10-31 13:44:07,0.380s,PASSED
"verifyTextPresent(""Training"", false)",Firefox 69.0,,,2019-10-31 13:44:07,2019-10-31 13:44:07,0.595s,PASSED
takeScreenshot(),Firefox 69.0,,,2019-10-31 13:44:07,2019-10-31 13:44:08,0.134s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Resources""))",Firefox 69.0,,,2019-10-31 13:44:08,2019-10-31 13:44:08,0.520s,PASSED
takeScreenshot(),Firefox 69.0,,,2019-10-31 13:44:08,2019-10-31 13:44:08,0.125s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Reading""))",Firefox 69.0,,,2019-10-31 13:44:08,2019-10-31 13:44:09,0.381s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Resources""))",Firefox 69.0,,,2019-10-31 13:44:09,2019-10-31 13:44:09,0.767s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Newsletter""))",Firefox 69.0,,,2019-10-31 13:44:09,2019-10-31 13:44:10,0.506s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Resources""))",Firefox 69.0,,,2019-10-31 13:44:10,2019-10-31 13:44:11,0.762s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Create account""))",Firefox 69.0,,,2019-10-31 13:44:11,2019-10-31 13:44:11,0.488s,PASSED
"setText(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/input_Create account_username""), ""test123@welfare.ie"")",Firefox 69.0,,,2019-10-31 13:44:11,2019-10-31 13:44:12,0.562s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/input_Create account_password""), ""qP8g4ZP8zmxOyEuCUr69QQ=="")",Firefox 69.0,,,2019-10-31 13:44:12,2019-10-31 13:44:12,0.320s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/button_Sign in""))",Firefox 69.0,,,2019-10-31 13:44:12,2019-10-31 13:44:12,0.407s,PASSED
"setText(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/input_Email_email""), ""test@welfare.ie"")",Firefox 69.0,,,2019-10-31 13:44:12,2019-10-31 13:44:13,0.620s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/input_Password_password""), ""Wt9tj4kC2zrPXzAR6+1IxQ=="")",Firefox 69.0,,,2019-10-31 13:44:13,2019-10-31 13:44:13,0.281s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/button_Register""))",Firefox 69.0,,,2019-10-31 13:44:13,2019-10-31 13:44:14,0.396s,PASSED
closeBrowser(),Firefox 69.0,,,2019-10-31 13:44:14,2019-10-31 13:44:16,2.660s,PASSED
,,,,,,,
Test Cases/QuickHandsOnTestCase1,Firefox 69.0,,,2019-10-31 13:44:16,2019-10-31 13:44:31,14.831s,PASSED
"openBrowser("""")",Firefox 69.0,,,2019-10-31 13:44:17,2019-10-31 13:44:19,2.684s,PASSED
"navigateToUrl(""http://192.168.56.101/"")",Firefox 69.0,,,2019-10-31 13:44:19,2019-10-31 13:44:19,0.288s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Contact""))",Firefox 69.0,,,2019-10-31 13:44:19,2019-10-31 13:44:20,0.714s,PASSED
"verifyTextPresent(""Contact"", false)",Firefox 69.0,,,2019-10-31 13:44:20,2019-10-31 13:44:21,0.630s,PASSED
takeScreenshot(),Firefox 69.0,,,2019-10-31 13:44:21,2019-10-31 13:44:21,0.130s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Resources""))",Firefox 69.0,,,2019-10-31 13:44:21,2019-10-31 13:44:21,0.495s,PASSED
"verifyTextPresent(""Resources"", false)",Firefox 69.0,,,2019-10-31 13:44:21,2019-10-31 13:44:22,0.395s,PASSED
takeScreenshot(),Firefox 69.0,,,2019-10-31 13:44:22,2019-10-31 13:44:22,0.140s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Training""))",Firefox 69.0,,,2019-10-31 13:44:22,2019-10-31 13:44:22,0.392s,PASSED
"verifyTextPresent(""Training"", false)",Firefox 69.0,,,2019-10-31 13:44:22,2019-10-31 13:44:23,0.605s,PASSED
takeScreenshot(),Firefox 69.0,,,2019-10-31 13:44:23,2019-10-31 13:44:23,0.119s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Resources""))",Firefox 69.0,,,2019-10-31 13:44:23,2019-10-31 13:44:24,0.523s,PASSED
takeScreenshot(),Firefox 69.0,,,2019-10-31 13:44:24,2019-10-31 13:44:24,0.122s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Reading""))",Firefox 69.0,,,2019-10-31 13:44:24,2019-10-31 13:44:24,0.404s,PASSED
"click(findTestObject(""Object Repository/Page_Mad Irish Hacking Academy/a_Resources""))",Firefox 69.0,,,2019-10-31 13:44:24,2019-10-31 13:44:25,0.857s,PASSED
